timestamp,net_load,gross_load,pv_profile,pv_surplus,pv_utilized_kw_opt,pv_to_grid_kw_opt,pv_to_battery_kw_opt,grid_to_battery_kw_opt,grid_to_load_kw_opt,battery_to_load_kw_opt,battery_to_grid_kw_opt,SOC_opt,grid_import_kw_opt,grid_export_kw_opt,electricity_savings_step,feed_in_revenue_delta_step,foreign_power_costs,feed_in_tariff_hourly,electricity_savings_arbitrage_step,electricity_savings_pv_self_consumption_step
2023-01-03 00:00:00,275.0,275.0,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,275.0,0.0,0,0.01,274.9999999999999,0.0,1.3322676295501878e-15,0.0,0.00992,0.06,1.0932895171444842e-15,2.3897811240570374e-16
2023-01-03 01:00:00,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0,0.009999999999999967,256.0,0.0,0.0,0.0,0.00877,0.06,0.0,0.0
2023-01-03 02:00:00,248.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0,0.01,248.0,0.0,0.0,0.0,0.0087,0.06,0.0,0.0
2023-01-03 03:00:00,272.0,272.0,0.0,0.0,0.0,0.0,0.0,273.0,272.0,0.0,0,0.4522250000000004,545.0,0.0,-2.3723699999999996,0.0,0.00869,0.06,-1.9468214901113852,-0.4255485098886147
2023-01-03 04:00:00,264.5,264.5,0.0,0.0,0.0,0.0,0.0,58.98614958448735,264.5,0.0,0,0.5477749999999999,323.48614958448735,0.0,-0.5125896398891951,0.0,0.00869,0.06,-0.4206428704395779,-0.09194676944961731
2023-01-03 05:00:00,302.0,302.0,0.0,0.0,0.0,0.0,0.0,273.0,302.0,0.0,0,0.99,575.0,0.0,-2.3532599999999997,0.0,0.008620000000000001,0.06,-1.9311393837468516,-0.4221206162531483
2023-01-03 06:00:00,445.0,445.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,445.0,0.0,0,0.9900000000000001,445.0000000000001,0.0,-8.881784197001252e-16,0.0,0.011090000000000001,0.06,-7.288596780963228e-16,-1.593187416038025e-16
2023-01-03 07:00:00,603.5,603.5,0.0,0.0,0.0,0.0,0.0,0.0,603.4999999999998,2.2737367544323206e-13,0,0.9900000000000001,603.4999999999998,0.0,1.0658141036401503e-14,0.0,0.05059,0.06,8.746316137155874e-15,1.91182489924563e-15
2023-01-03 08:00:00,604.507214207425,633.0,28.49278579257494,0.0,28.49278579257494,0.0,0.0,0.0,604.507214207425,0.0,0,0.99,604.507214207425,0.0,0.0,0.0,0.06961,0.06,0.0,0.0
2023-01-03 09:00:00,304.92798422383987,508.5,203.5720157761601,0.0,203.5720157761601,0.0,0.0,0.0,304.92798422383987,0.0,0,0.99,304.92798422383987,0.0,0.0,0.0,0.07060999999999999,0.06,0.0,0.0
